notice,name,inst_type,entity,permco,dt_start,dt_end
"The PERMCOs displayed herein are used with the permission of the Center for Research in Security Prices (CRSP®), Graduate School of Business, The University of Chicago. PERMCO® is a registered trademark of The University of Chicago.",,,,,,
"The University of Chicago and CRSP make no warranty of any kind, express or implied, with respect to the validity, merchantability, fitness, condition, use or appropriateness of the PERMCOs or the links to the PERMCOs displayed herein.",,,,,,
,COMMERCEBANCORP,Bank Holding Company,1246917,8535,19870731,19940630
,HARLEYSVILLE NATIONAL CORPORATION,Bank Holding Company,1117192,8544,19860930,20100410
,"EMERALD ISLE BANCORP, INC.",Bank Holding Company,2473448,8545,19961003,19980227
,CLOVIS PILE STREET BRANCH,Commercial Bank,622279,8552,19860930,20060103
,UNITED FINANCIAL CORP.,Bank Holding Company,2713715,8587,19900101,20070206
,"PEOPLES BANCORP OF WORCESTER, INC.",Bank Holding Company,1248050,8599,19880301,19940520
,MELLON PSFS BANCORPORATION,Bank Holding Company,1134386,8608,19860930,19950518
,"GATEWAY BANCORP, INC.",Bank Holding Company,1133240,8614,19861031,19950818
,"TODAY'S BANCORP, INC.",Bank Holding Company,1202856,8627,19861031,19961107
,"HERITAGE FINANCIAL SERVICES, INC.",Bank Holding Company,1206612,8653,19861031,19980702
,"CENTRAL BANCORP, INC.",Bank Holding Company,2746049,8665,19900101,20120930
,"HAMPTONS BANCSHARES, INC.",Bank Holding Company,1048924,8667,19861031,19940331
,"FIRST CITIZENS BANCSHARES, INC.",Bank Holding Company,1075612,8674,19861031,20210930
,"PEOPLE'S BANCSHARES, INC.",Bank Holding Company,2337090,8675,19900101,20020228
,BANK OF SOUTH CAROLINA CORPORATION,Bank Holding Company,2297701,8677,19950417,20210930
,CAROLINA FIRST CORPORATION,Bank Holding Company,1141599,8711,19861219,20101001
,FAMILY BANCORP,Commercial Bank,1250240,8718,19880831,19961206
,NORWICH FINANCIAL CORP.,Bank Holding Company,1427190,8739,19880810,19980225
,METROBANK,Commercial Bank,280763,8759,19861128,19961101
,WSFS FINANCIAL CORPORATION,Thrift holding company,3844269,8766,19880721,20210930
,ANCHOR FINANCIAL CORPORATION,Bank Holding Company,1076477,8779,19861231,20000606
,"BANKNORTH GROUP, INC.",Bank Holding Company,1249196,8782,19880620,20050301
,FARMERS CAPITAL BANK CORPORATION,Bank Holding Company,1098732,8788,19861231,20180820
,FLAG FINANCIAL CORPORATION,Bank Holding Company,2650315,8803,19900101,20061209
,WEBSTER FINANCIAL CORPORATION,Bank Holding Company,1145476,8810,19861231,20210930
,CENTENNIAL BANCORP,Bank Holding Company,1029071,8834,19861231,20021116
,"ALLIANCE BANCORP OF NEW ENGLAND, INC.",Bank Holding Company,2539232,8847,19900101,20040401
,"PINNACLE BANCSHARES, INC.",Bank Holding Company,2520605,8848,19900101,20071231
,"LAKELAND FIRST FINANCIAL GROUP, INC.",Bank Holding Company,1943542,8856,19890501,19950629
,"FIRST OF LONG ISLAND CORPORATION, THE",Bank Holding Company,1048894,8879,19870130,20210930
,FIRST BANCORP,Bank Holding Company,2744894,8889,19981001,20210930
,"ROOSEVELT FINANCIAL GROUP, INC.",Bank Holding Company,2467009,8911,19881230,19970630
,STERLING FINANCIAL CORPORATION,Bank Holding Company,3152245,8926,20050708,20140418
,"FIRST GEORGIA HOLDING, INC.",Bank Holding Company,3114805,8959,19900101,20030501
,CFX CORPORATION,Bank Holding Company,1142091,8980,19870227,19980409
,AMERIANA BANCORP,Bank Holding Company,3017326,8990,20010629,20151231
,RIVERSIDE NATIONAL BANK,Commercial Bank,689562,8999,19870227,19970125
,"NBB BANCORP, INC.",Bank Holding Company,1363805,9017,19881201,19950127
,"ALLIED BANKSHARES, INC.",Bank Holding Company,1131536,9034,19870331,19970201
,ORIENTAL FINANCIAL GROUP INC.,Bank Holding Company,2490575,9058,19970124,20210930
,"CHESTER VALLEY BANCORP, INC.",Bank Holding Company,2844495,9066,19900101,20050831
,SIGNAL CORP,Bank Holding Company,1924037,9078,19890721,19990213
,CALIFORNIA FIRST NATIONAL BANCORP,Bank Holding Company,2907381,9096,20010523,20171130
,FFB CORPORATION,Bank Holding Company,1075966,9106,19870430,19980617
,FIRST BANCORP,Bank Holding Company,1076431,9141,19870430,20210930
,"WESBANCO, INC.",Bank Holding Company,1070448,9147,19870529,20210930
,"BANK OF SOUTHINGTON, THE",Commercial Bank,389200,9152,19870529,19980109
,FIRST NATIONAL BANK CORP.,Bank Holding Company,1142792,9155,19870529,19950201
,RARITAN BANCORP INC.,Bank Holding Company,1143605,9172,19870529,19990331
,"WASHINGTON BANCORP, INC.",Bank Holding Company,1143614,9173,19870529,19940701
,"CENTURY BANCORP, INC.",Bank Holding Company,1111088,9193,19870529,20210930
,"GOLDENBANKS OF COLORADO, INC.",Bank Holding Company,1050637,9208,19860630,19950501
,"TD WATERHOUSE HOLDINGS, INC.",Bank Holding Company,2121169,9212,19900101,19961014
,"UNITED BANKSHARES, INC.",Bank Holding Company,1076217,9213,19870529,20210930
,FIRST CHARTER CORPORATION,Bank Holding Company,1076132,9232,19870630,20080607
,"UNIVERSITY BANCORP, INC.",Bank Holding Company,1496253,9237,19891231,20090109
,"WASHINGTON TRUST BANCORP, INC.",Bank Holding Company,1115349,9239,19870630,20210930
,"CAL REP BANCORP, INC.",Bank Holding Company,1030910,9254,19870630,19931211
,CITY HOLDING COMPANY,Bank Holding Company,1076262,9280,19870630,20210930
,CU BANCORP,Bank Holding Company,1029585,9304,19870630,19970703
,FIRST FINANCIAL SERVICE CORPORATION,Bank Holding Company,3150997,9341,20030108,20141231
,"LAKE SHORE BANCORP, INC.",Bank Holding Company,1206621,9345,19870731,19940709
,FIRST BANK OF PHILADELPHIA,Commercial Bank,884312,9348,19870731,19991013
,"ONBANCORP, INC.",Bank Holding Company,1427499,9381,19890918,19980401
,HORIZON BANCORP,Bank Holding Company,1209136,9389,19870831,20210930
,"BANCORP NEW JERSEY, INC.",Bank Holding Company,1249141,9391,19880630,19950710
,"HERITAGE BANCORP, INC.",Bank Holding Company,1117811,9393,19870831,19980501
,PREMIER BANKSHARES CORPORATION,Bank Holding Company,1140462,9423,19870831,19970527
,NORTHEAST BANCORP,Bank Holding Company,2324111,9438,19870831,20190515
,"FIRST CALIFORNIA FINANCIAL GROUP, INC.",Bank Holding Company,1031681,9446,19870831,20070312
,CENTRAL PACIFIC FINANCIAL CORP.,Bank Holding Company,1022764,9449,19870831,20210930
,REPUBLIC BANCORP INC.,Bank Holding Company,1135600,9454,19870831,20061230
,HARLEYSVILLE SAVINGS FINANCIAL CORPORATION,Bank Holding Company,2861492,9473,20000225,20121231
,"ROYAL BANCSHARES OF PENNSYLVANIA, INC.",Bank Holding Company,2324429,9490,19950629,20171214
,SDNB FINANCIAL CORP.,Bank Holding Company,1030835,9512,19870930,20021230
,"LAUREL CAPITAL GROUP, INC.",Bank Holding Company,2265054,9524,19900101,20060828
,REPUBLIC BANK,Commercial Bank,746465,9529,19870930,19980915
,CENTRAL AND SOUTHERN HOLDING COMPANY,Bank Holding Company,1081800,9535,19870930,19970623
,SVB FINANCIAL GROUP,Bank Holding Company,1031449,9588,19871030,20210930
,GBC BANCORP,Bank Holding Company,1029213,9615,19871130,20031021
,PROVIDENT BANKSHARES CORPORATION,Bank Holding Company,1247633,9630,19871231,20090523
,"GREAT BAY BANKSHARES, INC.",Bank Holding Company,1247642,9640,19871231,19950329
,MAYFLOWER CO-OPERATIVE BANK,Commercial Bank,118174,9641,19871231,20070215
,"MAYFLOWER BANCORP, INC",Bank Holding Company,3464797,9641,20070215,20131115
,"COMMUNITY TRUST BANCORP, INC.",Bank Holding Company,1070644,9645,19871231,20210930
,SHORELINE FINANCIAL CORPORATION,Bank Holding Company,1247606,9650,19880129,20010110
,INDIANA COMMUNITY BANCORP,Bank Holding Company,3059504,9652,19900101,20120928
,"CHARTER ONE FINANCIAL, INC.",Bank Holding Company,1923946,9662,19880129,20040901
,"PORTSMOUTH BANK SHARES, INC.",Bank Holding Company,1248788,9682,19880229,19970829
,IOWA NATIONAL BANKSHARES CORP.,Bank Holding Company,1206377,9703,19880331,19970301
,"COMMUNITY BANCSHARES, INC.",Bank Holding Company,1097203,9766,19880531,19950224
,BANK MARYLAND CORP.,Bank Holding Company,1141290,9767,19880531,19950717
,ROCK FINANCIAL CORPORATION,Bank Holding Company,1131022,9770,19880531,19941201
,"COMMUNITY BANKS, INC.",Bank Holding Company,1117709,9772,19880531,20071117
,"BMR FINANCIAL GROUP, INC.",Bank Holding Company,1140592,9782,19880531,19931215
,LAFAYETTE AMERICAN BANK,Commercial Bank,63304,9796,19880531,19990320
,BROAD NATIONAL BANCORPORATION,Bank Holding Company,1048456,9802,19880630,19990801
,SURETY CAPITAL CORPORATION,Bank Holding Company,1839270,9816,19891230,20080418
,"FIDELITY BANCORP, INC.",Bank Holding Company,2121552,9838,19900101,20120930
,PEOPLE'S MUTUAL HOLDINGS,Bank Holding Company,1246702,9847,19880729,20070416
,"PEOPLE'S UNITED FINANCIAL, INC.",Bank Holding Company,3650152,9847,20070416,20210930
,"COMSOUTH BANKSHARES, INC.",Bank Holding Company,1248676,9855,19880729,19980901
,CAROLINA SOUTHERN BANK,Commercial Bank,1400858,9877,19890626,20010217
,CHEMICAL FINANCIAL CORPORATION,Bank Holding Company,1201934,9882,19880831,20210608
,W S B HOLDINGS INC,Thrift holding company,3833003,9884,20080103,20121231
,"HOME PORT BANCORP, INC.",Bank Holding Company,1249628,9916,19880831,20001229
,WEST COAST BANCORP,Bank Holding Company,1031953,9957,19881031,20020205
,WAINWRIGHT BANK & TRUST COMPANY,Commercial Bank,689302,9974,19881031,20110319
,"VSB BANCORP, INC.",Bank Holding Company,1978076,9991,19900101,19940701
,"REPUBLIC FIRST BANCORP, INC.",Bank Holding Company,1398807,9999,19881130,20210930
,"PRIME BANCORP, INC.",Bank Holding Company,2502339,10013,19900101,19980801
,"FIRST SECURITY BANK OF CALIFORNIA, NATIONAL ASSOCIATION",Commercial Bank,163969,10035,19881230,20001216
,HINGHAM INSTITUTION FOR SAVINGS,Commercial Bank,673909,10039,19881230,20210930
,DORAL FINANCIAL CORPORATION,Bank Holding Company,2184164,10053,19930825,20150227
,NMBT CORP.,Bank Holding Company,2581857,10071,19900101,20000329
,JAMES MADISON LIMITED,Commercial Bank,1075162,10172,19861031,19910524
,"FIRST WESTERN BANCORP, INC.",Bank Holding Company,1071696,10173,19890531,20020430
,FOOTHILL INDEPENDENT BANCORP,Bank Holding Company,1031430,10193,19890531,20060510
,"CALIFORNIA BANCSHARES, INC.",Bank Holding Company,1027741,10195,19890531,19960607
,REGENT BANCSHARES CORP.,Bank Holding Company,1427583,10199,19890630,19980801
,SUNRISE BANCORP,Bank Holding Company,1030536,10200,19890531,19971102
,COMMUNITY FINANCIAL CORPORATION,Thrift holding company,3834738,10207,19960930,20120930
,FIRST MERCHANTS CORPORATION,Bank Holding Company,1208559,10218,19890630,20210930
,"PINNACLE FINANCIAL SERVICES, INC.",Bank Holding Company,1139073,10284,19890831,19980417
,"FIRST CITY BANCORP, INC.",Bank Holding Company,1249637,10306,19890929,19960311
,CUPERTINO NATIONAL BANCORP,Bank Holding Company,1131590,10324,19891031,19961128
,LANDMARK BANCORP,Bank Holding Company,1030901,10367,19860630,19960413
,CAPITOL BANCORP LTD.,Bank Holding Company,1247334,10388,19891130,20101231
,"BANKNORTH GROUP, INC.",Bank Holding Company,1427574,10396,19891229,20000510
,"SUBURBAN BANCSHARES, INC.",Bank Holding Company,1134425,10404,19891229,20000307
,"BANK OF NASHVILLE, THE",Commercial Bank,1407521,10414,19891229,19960430
,"COMMUNITY FINANCIAL GROUP, INC.",Bank Holding Company,2398608,10414,19960501,20020731
,"GREAT SOUTHERN BANCORP, INC.",Bank Holding Company,2339133,10421,19891229,20210930
,"CENTURY SOUTH BANKS, INC.",Bank Holding Company,1083251,10423,19891229,20010608
,"STATE BANCORP, INC.",Bank Holding Company,1138861,10429,19891229,20110930
,VENTURA COUNTY NATIONAL BANCORP,Bank Holding Company,1032053,10447,19900101,19970118
,"PROFESSIONAL BANCORP, INC.",Bank Holding Company,1030095,10451,19900101,20010116
,"PACIFIC BANK, N.A.",Commercial Bank,518868,10458,19900101,20000301
,AMERICAN BANCORP OF NEVADA,Bank Holding Company,1030200,10464,19900101,19970630
,CIVIC BANCORP,Bank Holding Company,1032101,10468,19900101,20020301
,LIBERTY NATIONAL BANK,Commercial Bank,800965,10487,19900101,19970630
,PEOPLES FIRST CORPORATION,Bank Holding Company,1099056,10488,19900101,19980701
,WEST COAST BANCORP,Bank Holding Company,1029893,10519,19900330,20130328
,BANKERS CORP.,Bank Holding Company,1481240,10524,19900316,19970829
,"PINNACLE BANC GROUP, INC.",Bank Holding Company,1204001,10529,19900101,19990903
,SUMMIT FINANCIAL CORPORATION,Bank Holding Company,1479180,10530,19900101,20050701
,AMERICAN PACIFIC BANK,Commercial Bank,92162,10537,19900101,20050423
,"SAVANNAH BANCORP, INC., THE",Bank Holding Company,1493560,10552,19900101,20120930
,"SECOND BANCORP, INCORPORATED",Bank Holding Company,1141067,10624,19900101,20040701
,BUSINESS BANCORP,Bank Holding Company,1029923,10636,19900613,19940930
,ESB FINANCIAL CORPORATION,Thrift holding company,1924925,10637,19910503,20150210
,STATE FINANCIAL SERVICES CORPORATION,Bank Holding Company,1210413,10673,19900101,20051003
,PARK NATIONAL CORPORATION,Bank Holding Company,1142336,10743,19900831,20210930
,BANK OF SAN PEDRO,Commercial Bank,813563,10784,19900101,19940716
,CATHAY GENERAL BANCORP,Bank Holding Company,1843080,10805,19901231,20210930
,REGENCY BANCSHARES INC.,Bank Holding Company,2009454,10816,19910102,19940131
,"CHARTER BANCSHARES, INC.",Bank Holding Company,1103449,10837,19900101,19960524
,INTERCONTINENTAL BANK,Commercial Bank,888534,10875,19900101,19951214
,ANB CORPORATION,Bank Holding Company,1132702,10890,19900101,20000310
,HANCOCK HOLDING COMPANY,Bank Holding Company,1086533,10954,19910628,20210930
,"FF BANCORP, INC.",Commercial Bank,2185282,11008,19910702,19950703
,NORTHERN STATES FINANCIAL CORPORATION,Bank Holding Company,1210589,11009,19910731,20120229
,"ASPEN BANCSHARES, INC.",Bank Holding Company,1249114,11010,19900101,19970517
,SIERRAWEST BANCORP,Bank Holding Company,1138740,11014,19900101,19990701
,PACIFIC NORTHWEST BANCORP,Bank Holding Company,2323057,11020,19900101,20090917
,"CAPITAL BANCORPORATION, INC.",Bank Holding Company,1245312,11075,19900101,19951231
,"COMMUNITY FIRST BANKSHARES, INC.",Bank Holding Company,1246766,11087,19900101,20041204
,"COOPERATIVE BANKSHARES, INC.",Bank Holding Company,2241937,11095,19900101,20090619
,BOK FINANCIAL CORPORATION,Bank Holding Company,1883693,11106,19910930,20210930
,"SWS GROUP, INC.",Thrift holding company,3823031,11148,20000428,20141231
,INTEGRA BANK CORPORATION,Bank Holding Company,1132654,11264,19900101,20110729
,"MAINSOURCE FINANCIAL GROUP, INC.",Bank Holding Company,1209109,11277,19920131,20180329
,COMMERCE BANK,Commercial Bank,969723,11350,19900101,20070101
,F&M BANCORP,Bank Holding Company,1076413,11369,19900101,20030813
,FIRST FINANCIAL CORPORATION,Bank Holding Company,1208595,11371,19920331,20210930
,FAR EAST NATIONAL BANK,Commercial Bank,676160,11395,19900101,19950930
,NBT BANCORP INC.,Bank Holding Company,1139279,11403,19920331,20210930
,ALBANK FINANCIAL CORPORATION,Bank Holding Company,2138457,11448,19920401,19981130
,OMEGA FINANCIAL CORPORATION,Bank Holding Company,1117259,11457,19900101,20080401
,HF FINANCIAL CORP.,Thrift holding company,2500700,11459,19920430,20160515
,RENASANT CORPORATION,Bank Holding Company,1098844,11479,19920430,20210930
,"S & T BANCORP, INC.",Bank Holding Company,1071397,11480,19920430,20210930
,"PRINCETON NATIONAL BANCORP, INC.",Bank Holding Company,1207600,11508,19900101,20120629
,CBT CORPORATION,Bank Holding Company,1098965,11527,19900101,19980701
,"PREMIER NATIONAL BANCORP, INC.",Bank Holding Company,1136429,11528,19900101,20010210
,"COLUMBIA BANKING SYSTEM, INC.",Bank Holding Company,2078816,11576,19930816,20210930
,"COVEST BANCSHARES, INC.",Bank Holding Company,2570187,11601,19900101,20031231
,"ALLIED BANK CAPITAL, INC.",Bank Holding Company,1982288,11609,19920709,19960213
,ANCHOR BANCORP WISCONSIN INC,Thrift holding company,2790967,11619,19920731,20160429
,MICHIGAN FINANCIAL CORPORATION,Bank Holding Company,1121779,11629,19900101,20041119
,STERLING WEST BANCORP,Bank Holding Company,1030509,11630,19900101,19980702
,"CENIT BANCORP, INC.",Commercial Bank,2329992,11653,19920806,20010803
,ARGENTBANK,Commercial Bank,368634,11688,19900101,19980201
,FIRST UNITED CORPORATION,Bank Holding Company,1132672,11691,19920930,20210930
,"MSB BANCORP, INC.",Commercial Bank,1994012,11692,19920903,19980529
,1ST UNITED BANCORP,Bank Holding Company,1407035,11698,19900101,19971111
,CASCADE FINANCIAL CORPORATION,Bank Holding Company,2568362,11702,19900101,20110629
,"STERLING BANCSHARES, INC.",Bank Holding Company,1105425,11767,19900101,20110728
,"CENTRAL MORTGAGE BANCSHARES, INC.",Bank Holding Company,1050888,11771,19900101,19950502
,CITIZENS NATIONAL CORPORATION,Bank Holding Company,1958845,11784,19900101,19940405
,AMBANC CORP.,Bank Holding Company,1097584,11827,19900101,19980831
,"CHATTAHOOCHEE BANCORP, INC.",Bank Holding Company,1399046,11840,19900101,19940315
,"INDEPENDENCE BANCORP, INC.",Bank Holding Company,1048942,11853,19900101,19970121
,PVF CAPITAL CORP.,Thrift holding company,3828652,11888,19941031,20131011
,CENTRUE FINANCIAL CORPORATION,Bank Holding Company,2632898,11893,19900101,20061113
,"MNB BANCSHARES, INC.",Bank Holding Company,2052692,11894,19930106,20011008
,EDGEMARK FINANCIAL CORPORATION,Bank Holding Company,1204458,11939,19900101,19940503
,PEOPLES BANCORP INC.,Bank Holding Company,1070578,11950,19930226,20210930
,"FIRST SOUTHERN BANCORP, INC.",Bank Holding Company,2031941,11974,19930224,19950602
,"UNITED BANCORP, INC.",Bank Holding Company,1071502,11981,19930331,20210930
,"PENN CENTRAL BANCORP, INC.",Bank Holding Company,1118322,11986,19900101,19940128
,COMSTOCK BANCORP,Bank Holding Company,2536044,11987,19900101,19990601
,"MADISON BANCSHARES GROUP, LTD.",Bank Holding Company,1416493,12018,19900101,20041001
,"S. Y. BANCORP, INC.",Bank Holding Company,1249730,12038,19930331,20210930
,"UNION BANKSHARES, LTD.",Bank Holding Company,1131965,12043,19900101,20030116
,BANCFIRST CORPORATION,Bank Holding Company,1133286,12058,19930430,20210930
,"SUN BANCORP, INC.",Bank Holding Company,1117718,12062,19900101,20041001
,"MASON-DIXON BANCSHARES, INC.",Bank Holding Company,1951789,12065,19900101,19990714
,"CENTRAL VIRGINIA BANKSHARES, INC.",Bank Holding Company,1140677,12079,19930430,20120531
,TRICO BANCSHARES,Bank Holding Company,1030170,12086,19930430,20210930
,"WEST COAST BANCORP, INC.",Bank Holding Company,1398713,12094,19900101,19970418
,SOUTHSIDE BANCSHARES CORP.,Bank Holding Company,1098068,12100,19900101,20010928
,BANCFIRST OHIO CORP.,Bank Holding Company,1480980,12112,19900101,20020308
,"SUMMIT BANCSHARES, INC.",Bank Holding Company,1104080,12116,19900101,20061209
,"GERMAN AMERICAN BANCORP, INC.",Bank Holding Company,1098620,12139,19930528,20210930
,"IPSWICH BANCSHARES, INC.",Bank Holding Company,2803063,12162,19930526,20020726
,"VISTA BANCORP, INC.",Bank Holding Company,1250277,12163,19900101,20020821
,"SKY FINANCIAL GROUP, INC.",Bank Holding Company,1071203,12170,19900101,20070701
,METRO FINANCIAL CORPORATION,Bank Holding Company,1493757,12172,19900101,19960201
,COMMERCIAL BANK OF NEW YORK,Commercial Bank,1212631,12203,19900101,20011110
,ST. FRANCIS CAPITAL CORPORATION,Commercial Bank,2254496,12213,19930621,20031201
,WAYNE SAVINGS BANCSHARES INC NEW,Thrift holding company,3271203,12221,20030108,20171130
,"KSB BANCORP, INC.",Bank Holding Company,2071321,12231,19930624,19991220
,T R FINANCIAL CORP.,Bank Holding Company,2018344,12241,19930629,19990216
,"GEORGE MASON BANKSHARES, INC.",Bank Holding Company,1134685,12256,19900101,19971231
,"HORIZON BANCORP, INC.",Bank Holding Company,1076244,12260,19900101,19981231
,"MISSISSIPPI VALLEY BANCSHARES, INC",Bank Holding Company,1100233,12262,19900101,20021001
,"CFB BANCORP, INC.",Bank Holding Company,2262455,12284,19900101,19960824
,FIRST DEFIANCE FINANCIAL CORPORATION,Thrift holding company,3316917,12289,19950929,20210930
,MOUNTAIN PARKS FINANCIAL CORPORATION,Bank Holding Company,1065332,12309,19900101,19961218
,COBANCORP INC.,Bank Holding Company,1071717,12322,19900101,19980523
,"NSD BANCORP, INC.",Bank Holding Company,2123958,12334,19900101,20050219
,"FIRST COLONIAL GROUP, INC.",Bank Holding Company,1117482,12388,19900101,20031031
,VIST FINANCIAL CORP.,Bank Holding Company,1136139,12397,19900101,20120831
,"VILLAGE BANCORP, INC.",Bank Holding Company,1048782,12398,19900101,19990520
,MOXHAM BANK CORPORATION,Bank Holding Company,1138638,12399,19900101,19960626
,"META FINANCIAL GROUP, INC",Commercial Bank,2390013,12412,19930930,20210930
,UNION FIRST MARKET BANKSHARES CORPORATION,Bank Holding Company,1971693,12461,19931029,20210930
,"QCR HOLDINGS, INC.",Bank Holding Company,2125813,12462,19931029,20210930
,"COMMERCIAL BANKSHARES, INC.",Bank Holding Company,1250839,12464,19900101,20070602
,"MERCHANTS BANCORP, INC.",Bank Holding Company,1206854,12469,19900101,20000211
,FIRST PATRIOT BANKSHARES CORPORATION,Bank Holding Company,1472181,12501,19900101,19970802
,"RIVERVIEW BANCORP, INC.",Thrift holding company,3180060,12503,19970930,20210930
,"FIRST FINANCIAL BANKSHARES, INC.",Bank Holding Company,1102312,12525,19931130,20210930
,FIRST STATE BANCORPORATION,Bank Holding Company,1364071,12531,19900101,20110128
,"OLD SECOND BANCORP, INC.",Bank Holding Company,1206911,12561,19931130,20210930
,"STATE BANCSHARES, INC.",Bank Holding Company,1116999,12562,19900101,19991201
,ASTORIA FINANCIAL CORPORATION,Thrift holding company,2504128,12591,19931130,20170929
,"NEW YORK COMMUNITY BANCORP, INC.",Bank Holding Company,2132932,12608,19931130,20210930
,"OLD YORK ROAD BANCORP, INC.",Bank Holding Company,1870666,12609,19900101,19950701
,WVS FINANCIAL CORP.,Bank Holding Company,2140115,12618,19931130,20210930
,PRESTIGE FINANCIAL CORP.,Bank Holding Company,2022930,12621,19900101,19990116
,FIRST BANKING COMPANY OF SOUTHEAST GEORGIA,Bank Holding Company,1083130,12628,19900101,20000616
,"CARDINAL BANCSHARES, INC.",Bank Holding Company,1357064,12642,19900101,20000101
,"LAKE ARIEL BANCORP, INC.",Bank Holding Company,1118210,12653,19900101,20000217
,"SOUTHERN FINANCIAL BANCORP, INC.",Bank Holding Company,2352990,12671,19900101,20040501
,FB&T FINANCIAL CORPORATION,Bank Holding Company,2235123,12683,19900101,19960330
,"SOUTHWEST BANCORP, INC.",Bank Holding Company,1062621,12704,19931231,20171019
,FIRST BANCSHARES INC/MO,Bank Holding Company,2484417,12721,19931231,20120629
,"PACIFIC CREST CAPITAL, INC.",Bank Holding Company,2850656,12727,19900101,20040306
,"FIRST CHARTER BANK, NATIONAL ASSOCIATION",Commercial Bank,606569,12732,19900101,20011008
,"AFFILIATED COMMUNITY BANCORP, INC.",Bank Holding Company,2338501,12734,19951019,19980807
,"REPUBLIC BANCSHARES, INC.",Bank Holding Company,2387004,12736,19900101,20040415
,"QUAKER CITY BANCORP, INC.",Commercial Bank,2538507,12741,19940201,20040831
,SECURITY CAPITAL CORPORATION,Bank Holding Company,2164429,12749,19940103,19971001
,LEDGER CAPITAL CORP,Bank Holding Company,2164447,12750,19940103,20011109
,LETCHWORTH INDEPENDENT BANCSHARES CORPORATION,Bank Holding Company,1048531,12751,19900101,19991231
,"FFLC BANCORP, INC.",Commercial Bank,2496018,12752,19940104,20050518
,"FIRST SAVINGS BANCORP, INC.",Bank Holding Company,2353504,12758,19940106,20000914
,PEOPLES BANK CORPORATION OF INDIANAPOLIS,Bank Holding Company,1140538,12776,19900101,19991120
,CASCADE BANCORP,Bank Holding Company,1848003,12784,19940131,20170530
,"HARRIS FINANCIAL, INC.",Bank Holding Company,2538682,12794,19970918,20001016
,GREENPOINT FINANCIAL CORP.,Bank Holding Company,2081124,12807,19940128,20040930
,"BOSTON PRIVATE FINANCIAL HOLDINGS, INC.",Bank Holding Company,1248078,12848,19940228,20210630
,"TRIANGLE BANCORP, INC.",Bank Holding Company,1993006,12883,19900101,20000219
,"CITI-BANCSHARES, INC.",Bank Holding Company,1084847,12892,19900101,19970301
,"TEXAS REGIONAL BANCSHARES, INC.",Bank Holding Company,1109656,12923,19900101,20070601
,"GARDEN STATE BANCSHARES, INC.",Bank Holding Company,1130520,12936,19900101,19960119
,VECTRA BANKING CORPORATION,Bank Holding Company,1427350,12945,19900101,19980107
,"LANDMARK BANCORP, INC.",Bank Holding Company,3030307,12951,20011009,20210930
,FIRST-KNOX BANC CORP.,Bank Holding Company,1130007,12962,19900101,19970505
,METROBANCORP,Bank Holding Company,1248649,12987,19900101,20030114
,"SOUTHERN MISSOURI BANCORP, INC.",Bank Holding Company,3266227,12994,20040628,20210930
,BANK OF SUFFOLK,Commercial Bank,788924,13032,19940429,19950531
,"JAMES RIVER BANKSHARES, INC.",Bank Holding Company,2314233,13032,19950601,20010701
,FIRST STATE CORPORATION,Bank Holding Company,1081864,13039,19900101,19980401
,ALLEGIANCE BANC CORPORATION,Bank Holding Company,1143445,13053,19900101,19961001
,PULASKI FINANCIAL CORP,Thrift holding company,3832828,13061,19981202,20160429
,CNB FINANCIAL CORP.,Bank Holding Company,2194976,13081,19900101,20011109
,CARROLLTON BANCORP,Bank Holding Company,1469800,13085,19940531,20180413
,AMERIS BANCORP,Bank Holding Company,1082067,13092,19940531,20210930
,"COLE-TAYLOR FINANCIAL GROUP, INC.",Bank Holding Company,1245219,13108,19900101,19970211
,"MATEWAN BANCSHARES, INC.",Bank Holding Company,1076570,13121,19900101,19990828
,"PEOPLES BANCTRUST COMPANY, INC., THE",Bank Holding Company,1132298,13137,19900101,20071016
,FNB UNITED CORP.,Bank Holding Company,1133473,13139,19940630,20161025
,FIRST UNITED BANCORPORATION,Bank Holding Company,1247446,13143,19900101,19980314
,"NSS BANCORP, INC.",Bank Holding Company,2589705,13146,19971001,19981120
,COMMUNITY FINANCIAL HOLDING CORPORATION,Bank Holding Company,1885718,13151,19940617,19980814
,"HMN FINANCIAL, INC.",Thrift holding company,2500719,13187,19940630,20210930
,BCB FINANCIAL SERVICES CORPORATION,Bank Holding Company,1247802,13191,19900101,19980501
,COLUMBIA BANCORP,Bank Holding Company,1249543,13199,19900101,20060201
,TF FINANCIAL CORPORATION,Thrift holding company,2499822,13204,19940729,20141024
,FVNB CORP.,Bank Holding Company,2697347,13249,19900101,20050502
,COMMERCE BANK/HARRISBURG NATIONAL ASSOCIATION,Commercial Bank,775214,13291,19940825,19990630
,"METRO BANCORP, INC.",Bank Holding Company,2807614,13291,19990701,20160212
,FCNB CORP.,Bank Holding Company,1142028,13292,19900101,20010109
,"PATRIOT NATIONAL BANCORP, INC.",Bank Holding Company,2840479,13294,19991201,20210930
,CARNEGIE BANCORP,Bank Holding Company,2188416,13298,19940908,19980731
,"MIDWESTONE FINANCIAL GROUP, INC",Bank Holding Company,1205053,13318,19900101,20080314
,BENSON FINANCIAL CORPORATION,Bank Holding Company,1140257,13334,19900101,19990831
